classid, lbp, i3_histogram, rgb_histogram, sum_I3, sum2_I3, median_I3, avg_I3, var_I3, stddev_I3, rms_I3
0, 118235 124742 79088 33235 48824 11782 28004 0 54522 2 8443 7 0 23168 0 18106 65447 0 15805 7997 0 39462 12103 0 0 14994 322 89431 0 0 0 30144 0 0 97737 0 ,0 0 0 0 0 0 0 1 0 0 2 0 0 1 0 0 1 3 2 0 0 5 1 3 6 4 8 10 7 14 13 22 20 14 31 23 23 32 47 53 60 66 62 64 91 94 114 124 122 136 150 162 164 192 213 226 269 280 281 315 357 373 405 438 485 486 531 622 578 612 681 683 742 767 825 922 951 921 956 1083 1137 1187 1272 1298 1396 1481 1470 1593 1619 1716 1778 1943 1861 1981 2020 2128 2211 2362 2341 2392 2566 2583 2680 2629 2935 2838 3070 3084 3065 3272 3354 3349 3435 3545 3598 3650 3652 3740 3775 3798 4022 4013 4027 4101 4110 4250 4246 4204 4268 4356 4216 4407 4384 4389 4304 4365 4223 4294 4218 4294 4186 4149 3999 3980 4077 3946 3885 3749 3800 3587 3528 3469 3425 3196 3169 3030 2962 2766 2720 2691 2507 2330 2285 2138 2034 1923 1777 1699 1546 1574 1440 1286 1201 1125 1089 930 867 787 735 657 602 564 488 403 382 337 318 286 245 215 203 181 148 132 121 126 80 84 76 68 43 39 43 29 41 24 23 17 18 17 17 13 21 11 13 10 12 10 9 6 8 2 5 3 1 2 3 1 2 2 1 0 2 1 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,7 2 1 3 3 2 2 2 4 3 3 6 4 6 14 15 12 21 16 25 33 23 18 40 44 52 44 53 72 63 71 86 109 92 110 129 127 131 189 167 209 209 237 298 283 327 320 332 399 427 402 489 505 563 541 614 631 672 698 779 815 858 929 904 966 1091 1081 1170 1245 1318 1297 1393 1424 1537 1602 1735 1754 1803 1957 2009 2134 2073 2216 2292 2384 2501 2612 2653 2643 2753 2878 2879 3160 3216 3190 3284 3371 3395 3524 3753 3740 3713 3810 3909 3930 4006 3957 4049 4117 4153 4229 4216 4300 4161 4416 4247 4372 4255 4351 4368 4315 4414 4339 4162 4263 4235 4138 4016 4024 3860 3862 3749 3708 3762 3502 3493 3424 3315 3190 3123 2988 2914 2856 2725 2618 2461 2372 2220 2168 2128 1949 1800 1725 1691 1574 1509 1402 1285 1229 1151 1027 976 932 821 744 687 637 583 507 507 469 410 378 346 348 284 247 244 241 202 174 164 162 137 138 106 112 91 94 63 76 70 61 50 51 44 39 41 43 36 38 27 15 25 23 22 21 16 8 18 13 11 10 13 6 6 8 6 11 6 7 2 2 5 6 9 4 0 2 0 2 2 1 2 3 2 0 1 0 0 1 1 0 1 1 1 0 0 1 1 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 2 0 0 1 0 0 1 3 2 0 0 5 1 3 6 4 8 10 7 14 13 22 20 14 31 23 23 32 47 53 60 66 62 64 91 94 114 124 122 136 150 162 164 192 213 226 269 280 281 315 357 373 405 438 485 486 531 622 578 612 681 683 742 767 825 922 951 921 956 1083 1137 1187 1272 1298 1396 1481 1470 1593 1619 1716 1778 1943 1861 1981 2020 2128 2211 2362 2341 2392 2566 2583 2680 2629 2935 2838 3070 3084 3065 3272 3354 3349 3435 3545 3598 3650 3652 3740 3775 3798 4022 4013 4027 4101 4110 4250 4246 4204 4268 4356 4216 4407 4384 4389 4304 4365 4223 4294 4218 4294 4186 4149 3999 3980 4077 3946 3885 3749 3800 3587 3528 3469 3425 3196 3169 3030 2962 2766 2720 2691 2507 2330 2285 2138 2034 1923 1777 1699 1546 1574 1440 1286 1201 1125 1089 930 867 787 735 657 602 564 488 403 382 337 318 286 245 215 203 181 148 132 121 126 80 84 76 68 43 39 43 29 41 24 23 17 18 17 17 13 21 11 13 10 12 10 9 6 8 2 5 3 1 2 3 1 2 2 1 0 2 1 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3723 371 455 483 499 552 605 624 664 705 750 793 853 932 1008 1079 1085 1227 1199 1301 1328 1378 1512 1635 1669 1717 1848 1906 1999 2071 2107 2198 2316 2391 2539 2620 2641 2767 2809 2891 2978 3100 3280 3272 3321 3364 3475 3585 3628 3589 3723 3716 3770 3878 3962 3924 3906 4106 4002 4161 4099 4225 4119 4098 4153 4192 4038 4285 3883 4119 4115 4159 4070 4028 4165 4009 3909 3907 3754 3794 3699 3628 3565 3492 3397 3378 3406 3224 3087 3009 3001 2877 2849 2761 2664 2544 2439 2336 2270 2253 2123 1983 1959 1883 1740 1666 1529 1473 1341 1239 1188 1100 1012 976 915 848 783 759 679 621 549 517 493 431 370 362 376 301 294 262 200 210 199 186 167 141 129 111 102 122 94 77 67 75 59 44 48 44 36 32 29 17 26 28 20 18 14 18 14 7 10 9 11 6 5 9 6 5 6 2 5 4 0 5 2 0 2 7 1 0 1 2 0 2 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,38929789.0,5172904107.0,128,126.724573568,779.763010723,27.9242369766,129.764712294
