1, 0.000100013566085 1799.8659832 0.200464746105 1126.44330547 0.0320706685834 315.905996328 2705.90723867 7.6937393687 13.9222323843 4.07293498539e-05 6.38609463128 -0.0348265860164 0.583483380972 
1, 8.31181559888e-05 1961.00021023 0.161835689538 1169.49332978 0.028573197143 307.355903401 2716.97310888 7.71558184261 14.0401115941 3.71517572557e-05 6.46399180707 -0.0292484792383 0.546162091667 
1, 8.75883369211e-05 1798.37867297 0.150079859701 1057.28800517 0.0283689110554 306.541595074 2430.7733477 7.64786592333 13.9166902549 4.02251056921e-05 6.38945278086 -0.0292093974766 0.539367028387 
1, 9.58506585934e-05 1717.81538105 0.121081246669 976.408247773 0.0291853809748 303.658519803 2187.81761004 7.56756137611 13.7973270948 4.2411721072e-05 6.34315797949 -0.0307758331785 0.547863173708 
1, 8.69713033356e-05 1920.90133669 0.107290714204 1074.68391801 0.0270318017806 310.469297171 2377.83433534 7.62922084969 13.929332563 3.97724915123e-05 6.41686241889 -0.0309608698454 0.543103959053 
1, 8.10547949912e-05 2002.29702727 0.141739919286 1163.96151169 0.0265604338755 339.32285762 2653.54901948 7.70379368806 13.9870943517 3.91952482212e-05 6.42421304618 -0.034126858536 0.564953334108 
2, 0.000203694504981 249.995373918 0.898854503476 1245.34057835 0.0860874205202 357.044536018 4731.36693948 8.03400023035 12.7387835346 0.000160416795452 4.85069526678 -0.205572646071 0.96154463084 
2, 0.000559869524564 106.040445754 0.928426282885 742.649171921 0.1322021763 370.948869087 2864.55624193 7.32842424616 11.5792697042 0.000218515983118 4.3770011993 -0.192071075315 0.950013927788 
2, 0.000477870496781 112.521663754 0.954199601951 1230.28547081 0.126964232024 372.094880506 4808.62021949 7.52138061857 11.831819707 0.000221164818945 4.41951039517 -0.209091551452 0.963961510946 
